0	1070
1	30
10	487
100	1951
101	313
103	187
104	341
105	340
106	2115
107	374
108	45479
109	31
11	9
110	23
111	940
113	54
114	217
115	77
116	1
117	19884
118	542506
119	78
12	266
120	33
121	940
122	3
124	255
126	570585
127	30
128	23656
13	241
130	278246
131	1391
133	634
134	281
135	375
138	6
140	1
141	631
142	21292
143	215
152	1
153	2
16	58254
160	892
161	510
163	6904
164	929
165	1539
166	578
167	7
168	15331
169	1
17	162
170	360
172	3
173	46304
174	61
175	8586
176	460
177	156
179	229
18	760
181	535
182	21
184	5760
185	1321
186	1839
188	4143298
189	4431
19	1322
191	160382
192	1140
193	1132
194	831
195	4369
196	1057
197	1061
198	8
199	1497
2	27
20	2469
200	19
201	4
202	32
204	59
205	192048
206	122632
207	1
208	1071
209	1271
210	2
211	255
212	321
213	6
214	62010
215	1660
216	558
219	2
22	18
220	455
23	32764
236	2
238	9
239	24
24	5017
240	1
241	12284
242	1845
243	8886
244	894
245	31
246	147
247	543
248	2539
249	4743
250	7
251	4403
253	2457
254	30
255	122
256	9
257	28
258	25
259	40
26	1492
260	207
261	25
263	127
264	26
265	600173
266	1644
267	1
269	842
27	488
270	6465
271	1189
272	985
273	698
274	25
277	5679
278	6351
279	1065739
280	6
281	43
282	2
284	400
285	305331
286	8299
287	26
288	443
289	749
290	1442900
291	189
292	357
293	3039
294	696
295	29885
296	26
297	718
298	973768
299	699
3	1
300	57
301	715
302	617
303	17820
304	6
305	3851
306	1623
307	287
308	11
309	1594
34	2
37	2
38	484
39	696
4	69
40	4
41	1634
42	1
43	16989
44	669
46	40786
47	216
48	27
49	384229
50	1
51	2034077
53	101476
56	69603
57	928
59	25
6	12319
60	30262
61	262
62	24678
63	240
64	4923
65	126
66	1772
67	319
69	4773
7	353
71	52
72	28324
73	51
74	387
75	21307
76	14805
78	13
79	64474
8	59908
80	1684
81	12657
82	6028
83	132
84	296
85	112
86	341422
87	3
88	218
89	2
9	7686
90	5
91	3809
93	22
94	4
95	10
96	870
97	24830
98	12856
99	440876
